Cites,Year,Publisher,CitesPerYear,AuthorCount,Age,"""SEI""?","""cathode""?","""anode""?","""efficiency""?","""electrode""?"
56,1998,Google Patents,2.55,3,22,FALSE,FALSE,FALSE,FALSE,FALSE
103,1998,Google Patents,4.68,1,22,FALSE,FALSE,FALSE,FALSE,FALSE
258,1998,Wiley Online Library,11.73,2,22,FALSE,TRUE,TRUE,FALSE,FALSE
56,1998,Elsevier,2.55,2,22,FALSE,FALSE,TRUE,FALSE,TRUE
66,1998,Elsevier,3,3,22,FALSE,TRUE,FALSE,FALSE,FALSE
237,1998,iopscience.iop.org,10.77,5,22,FALSE,FALSE,FALSE,FALSE,FALSE
416,1998,Elsevier,18.91,5,22,FALSE,FALSE,FALSE,FALSE,FALSE
68,1998,Elsevier,3.09,4,22,FALSE,TRUE,TRUE,FALSE,TRUE
417,1998,iopscience.iop.org,18.95,3,22,FALSE,FALSE,TRUE,FALSE,FALSE
50,1998,Elsevier,2.27,2,22,FALSE,FALSE,FALSE,FALSE,FALSE
261,1998,iopscience.iop.org,11.86,3,22,FALSE,TRUE,TRUE,FALSE,FALSE
11,1998,koreascience.or.kr,0.5,3,22,FALSE,TRUE,FALSE,FALSE,FALSE
357,1998,iopscience.iop.org,16.23,4,22,FALSE,FALSE,TRUE,FALSE,FALSE
94,1998,iopscience.iop.org,4.27,4,22,FALSE,FALSE,FALSE,FALSE,TRUE
6,1998,ieeexplore.ieee.org,0.27,2,22,FALSE,FALSE,FALSE,FALSE,FALSE
81,1998,Elsevier,3.68,5,22,FALSE,TRUE,FALSE,FALSE,TRUE
2752,1998,nature.com,125.09,4,22,FALSE,FALSE,FALSE,FALSE,FALSE
32,1998,iopscience.iop.org,1.45,5,22,TRUE,FALSE,FALSE,FALSE,FALSE
1,1998,trs.jpl.nasa.gov,0.05,4,22,TRUE,FALSE,TRUE,FALSE,FALSE
19,1998,Taylor & Francis,0.86,4,22,TRUE,FALSE,TRUE,FALSE,FALSE
258,1998,iopscience.iop.org,11.73,4,22,TRUE,FALSE,FALSE,FALSE,FALSE
28,1998,aip.scitation.org,1.27,5,22,FALSE,FALSE,FALSE,FALSE,FALSE
100,1998,iopscience.iop.org,4.55,5,22,FALSE,FALSE,FALSE,FALSE,FALSE
33,1998,Google Patents,1.5,5,22,TRUE,FALSE,FALSE,FALSE,FALSE
5,1998,spiedigitallibrary.org,0.23,4,22,FALSE,FALSE,FALSE,FALSE,FALSE
82,1998,ieeexplore.ieee.org,3.73,4,22,FALSE,FALSE,FALSE,FALSE,FALSE
12,1998,ieeexplore.ieee.org,0.55,3,22,FALSE,FALSE,FALSE,FALSE,FALSE
50,1998,Elsevier,2.27,5,22,FALSE,FALSE,FALSE,FALSE,FALSE
18,1998,Elsevier,0.82,4,22,FALSE,FALSE,FALSE,FALSE,FALSE
19,1998,Springer,0.86,3,22,FALSE,FALSE,FALSE,FALSE,FALSE
13,1998,Wiley Online Library,0.59,4,22,FALSE,FALSE,FALSE,FALSE,FALSE
69,1998,Google Patents,3.14,1,22,FALSE,FALSE,FALSE,FALSE,FALSE
30,1998,aip.scitation.org,1.36,4,22,FALSE,FALSE,FALSE,FALSE,FALSE
35,1998,Springer,1.59,6,22,FALSE,FALSE,FALSE,FALSE,FALSE
51,1998,pubs.rsc.org,2.32,4,22,TRUE,FALSE,FALSE,FALSE,FALSE
101,1998,thieme-connect.com,4.59,5,22,FALSE,FALSE,FALSE,FALSE,FALSE
88,1998,Wiley Online Library,4,3,22,FALSE,FALSE,FALSE,FALSE,FALSE
14,1998,hrcak.srce.hr,0.64,1,22,FALSE,FALSE,FALSE,FALSE,FALSE
12,1998,Google Patents,0.55,5,22,FALSE,FALSE,FALSE,FALSE,FALSE
364,1998,iopscience.iop.org,16.55,4,22,TRUE,FALSE,TRUE,FALSE,FALSE
30,1998,ACS Publications,1.36,4,22,FALSE,FALSE,FALSE,FALSE,FALSE
3,1998,Taylor & Francis,0.14,4,22,TRUE,FALSE,FALSE,FALSE,FALSE
0,1998,books.google.com,0,2,22,TRUE,FALSE,FALSE,FALSE,FALSE
18,1998,Springer,0.82,5,22,TRUE,FALSE,FALSE,FALSE,FALSE
70,1998,Google Patents,3.18,1,22,FALSE,FALSE,FALSE,FALSE,FALSE
5,1998,Elsevier,0.23,5,22,FALSE,FALSE,FALSE,FALSE,FALSE
110,1998,iopscience.iop.org,5,2,22,TRUE,FALSE,FALSE,FALSE,FALSE
60,1998,Google Patents,2.73,1,22,FALSE,FALSE,FALSE,FALSE,FALSE
97,1998,Google Patents,4.41,5,22,FALSE,FALSE,FALSE,FALSE,FALSE
20,1998,Springer,0.91,2,22,TRUE,FALSE,FALSE,FALSE,FALSE
525,1998,iopscience.iop.org,23.86,5,22,TRUE,FALSE,FALSE,FALSE,FALSE
14,1998,Elsevier,0.64,4,22,TRUE,FALSE,FALSE,FALSE,FALSE
53,1998,Google Patents,2.41,3,22,FALSE,FALSE,FALSE,FALSE,FALSE
31,1998,Wiley Online Library,1.41,3,22,TRUE,FALSE,TRUE,FALSE,FALSE
10,1998,degruyter.com,0.45,1,22,FALSE,FALSE,FALSE,FALSE,FALSE
23,1998,Wiley Online Library,1.05,5,22,FALSE,FALSE,FALSE,FALSE,FALSE
68,1998,jstage.jst.go.jp,3.09,4,22,TRUE,FALSE,FALSE,FALSE,FALSE
87,1998,Elsevier,3.95,3,22,FALSE,FALSE,FALSE,FALSE,FALSE
181,1998,liebertpub.com,8.23,4,22,FALSE,FALSE,FALSE,FALSE,FALSE
94,1998,iopscience.iop.org,4.27,4,22,TRUE,FALSE,FALSE,FALSE,FALSE
35,1998,Elsevier,1.59,2,22,FALSE,FALSE,FALSE,FALSE,FALSE
317,1999,Elsevier,15.1,5,21,FALSE,FALSE,FALSE,FALSE,TRUE
291,1999,iopscience.iop.org,13.86,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
189,1999,iopscience.iop.org,9,3,21,FALSE,FALSE,FALSE,FALSE,TRUE
75,1999,Google Patents,3.57,2,21,FALSE,FALSE,FALSE,FALSE,FALSE
85,1999,Google Patents,4.05,1,21,FALSE,FALSE,FALSE,FALSE,FALSE
387,1999,Elsevier,18.43,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
186,1999,Springer,8.86,3,21,FALSE,FALSE,FALSE,FALSE,FALSE
49,1999,Google Patents,2.33,2,21,FALSE,FALSE,FALSE,FALSE,FALSE
85,1999,Google Patents,4.05,1,21,FALSE,FALSE,FALSE,FALSE,FALSE
65,1999,Elsevier,3.1,4,21,FALSE,FALSE,TRUE,FALSE,FALSE
96,1999,Google Patents,4.57,5,21,FALSE,FALSE,FALSE,FALSE,FALSE
159,1999,Elsevier,7.57,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
38,1999,Elsevier,1.81,3,21,FALSE,FALSE,FALSE,FALSE,FALSE
165,1999,Elsevier,7.86,3,21,FALSE,FALSE,TRUE,FALSE,TRUE
59,1999,Google Patents,2.81,1,21,FALSE,FALSE,FALSE,FALSE,TRUE
62,1999,Elsevier,2.95,5,21,FALSE,TRUE,FALSE,FALSE,FALSE
42,1999,APS,2,3,21,FALSE,FALSE,FALSE,FALSE,TRUE
395,1999,Elsevier,18.81,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
124,1999,Elsevier,5.9,3,21,FALSE,TRUE,FALSE,FALSE,FALSE
86,1999,Elsevier,4.1,6,21,FALSE,FALSE,FALSE,FALSE,TRUE
316,1999,Elsevier,15.05,5,21,FALSE,FALSE,FALSE,FALSE,FALSE
107,1999,Elsevier,5.1,4,21,FALSE,FALSE,FALSE,FALSE,TRUE
54,1999,Elsevier,2.57,3,21,FALSE,FALSE,TRUE,FALSE,FALSE
91,1999,iopscience.iop.org,4.33,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
174,1999,Elsevier,8.29,4,21,FALSE,FALSE,TRUE,FALSE,TRUE
74,1999,Google Patents,3.52,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
122,1999,Elsevier,5.81,6,21,FALSE,FALSE,TRUE,FALSE,FALSE
144,1999,Elsevier,6.86,4,21,FALSE,FALSE,TRUE,FALSE,TRUE
159,1999,Elsevier,7.57,3,21,FALSE,TRUE,FALSE,FALSE,FALSE
194,1999,Elsevier,9.24,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
63,1999,Elsevier,3,5,21,FALSE,FALSE,FALSE,FALSE,FALSE
69,1999,Elsevier,3.29,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
162,1999,Elsevier,7.71,2,21,FALSE,FALSE,FALSE,FALSE,FALSE
123,1999,Elsevier,5.86,6,21,TRUE,FALSE,FALSE,FALSE,FALSE
96,1999,Elsevier,4.57,4,21,FALSE,FALSE,FALSE,FALSE,TRUE
358,1999,iopscience.iop.org,17.05,3,21,FALSE,FALSE,FALSE,FALSE,TRUE
37,1999,Google Patents,1.76,4,21,FALSE,FALSE,FALSE,FALSE,TRUE
154,1999,iopscience.iop.org,7.33,2,21,FALSE,FALSE,FALSE,FALSE,TRUE
7,1999,ieeexplore.ieee.org,0.33,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
90,1999,Elsevier,4.29,4,21,FALSE,FALSE,TRUE,FALSE,FALSE
98,1999,Elsevier,4.67,2,21,FALSE,FALSE,FALSE,FALSE,FALSE
152,1999,iopscience.iop.org,7.24,3,21,FALSE,FALSE,FALSE,FALSE,FALSE
116,1999,Elsevier,5.52,4,21,FALSE,FALSE,FALSE,FALSE,TRUE
112,1999,Elsevier,5.33,3,21,FALSE,FALSE,FALSE,FALSE,FALSE
240,1999,Elsevier,11.43,1,21,FALSE,FALSE,FALSE,FALSE,TRUE
447,1999,Google Patents,21.29,3,21,FALSE,FALSE,FALSE,FALSE,TRUE
589,1999,nature.com,28.05,3,21,FALSE,FALSE,FALSE,FALSE,FALSE
56,1999,Elsevier,2.67,4,21,TRUE,FALSE,FALSE,FALSE,FALSE
22,1999,Elsevier,1.05,1,21,TRUE,FALSE,TRUE,FALSE,FALSE
336,1999,Elsevier,16,5,21,TRUE,FALSE,TRUE,FALSE,FALSE
89,1999,Elsevier,4.24,3,21,TRUE,FALSE,FALSE,FALSE,TRUE
131,1999,iopscience.iop.org,6.24,3,21,TRUE,FALSE,FALSE,FALSE,TRUE
369,1999,iopscience.iop.org,17.57,4,21,TRUE,FALSE,FALSE,FALSE,FALSE
150,1999,iopscience.iop.org,7.14,2,21,TRUE,FALSE,FALSE,FALSE,FALSE
332,1999,Elsevier,15.81,3,21,FALSE,FALSE,FALSE,FALSE,FALSE
20,1999,Elsevier,0.95,4,21,TRUE,FALSE,FALSE,FALSE,FALSE
70,1999,Elsevier,3.33,4,21,TRUE,FALSE,FALSE,FALSE,FALSE
332,1999,iopscience.iop.org,15.81,3,21,TRUE,FALSE,TRUE,FALSE,FALSE
123,1999,Elsevier,5.86,6,21,TRUE,FALSE,FALSE,FALSE,TRUE
467,1999,iopscience.iop.org,22.24,2,21,TRUE,FALSE,FALSE,FALSE,FALSE
26,1999,Elsevier,1.24,4,21,TRUE,FALSE,FALSE,FALSE,FALSE
14,1999,Google Patents,0.67,5,21,FALSE,FALSE,FALSE,FALSE,FALSE
161,1999,iopscience.iop.org,7.67,3,21,TRUE,FALSE,FALSE,FALSE,TRUE
64,1999,ACS Publications,3.05,5,21,FALSE,FALSE,FALSE,FALSE,FALSE
36,1999,pubs.rsc.org,1.71,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
328,1999,Elsevier,15.62,2,21,TRUE,FALSE,TRUE,FALSE,FALSE
16,1999,Elsevier,0.76,3,21,FALSE,FALSE,FALSE,FALSE,FALSE
35,1999,aip.scitation.org,1.67,5,21,FALSE,FALSE,FALSE,FALSE,FALSE
22,1999,Taylor & Francis,1.05,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
22,1999,Springer,1.05,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
253,1999,ieeexplore.ieee.org,12.05,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
30,1999,Elsevier,1.43,4,21,TRUE,FALSE,FALSE,FALSE,FALSE
4,1999,Elsevier,0.19,6,21,FALSE,FALSE,FALSE,FALSE,TRUE
11,1999,Google Patents,0.52,5,21,FALSE,FALSE,FALSE,FALSE,FALSE
358,1999,iopscience.iop.org,17.05,3,21,TRUE,FALSE,FALSE,FALSE,TRUE
20,1999,ieeexplore.ieee.org,0.95,4,21,TRUE,FALSE,FALSE,FALSE,TRUE
8,1999,World Scientific,0.38,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
49,1999,Elsevier,2.33,2,21,TRUE,FALSE,FALSE,FALSE,FALSE
0,1999,jstage.jst.go.jp,0,5,21,FALSE,FALSE,FALSE,FALSE,FALSE
75,1999,Springer,3.57,3,21,FALSE,FALSE,FALSE,FALSE,FALSE
49,1999,ieeexplore.ieee.org,2.33,3,21,FALSE,FALSE,FALSE,FALSE,FALSE
164,1999,iopscience.iop.org,7.81,1,21,TRUE,FALSE,TRUE,FALSE,FALSE
34,1999,Wiley Online Library,1.62,5,21,FALSE,FALSE,FALSE,FALSE,FALSE
0,1999,osti.gov,0,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
9,1999,nipr.repo.nii.ac.jp,0.43,3,21,TRUE,FALSE,FALSE,FALSE,FALSE
19,1999,Springer,0.9,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
70,1999,cambridge.org,3.33,2,21,FALSE,FALSE,FALSE,FALSE,FALSE
48,1999,Elsevier,2.29,4,21,TRUE,FALSE,FALSE,TRUE,TRUE
204,1999,Google Patents,9.71,4,21,FALSE,FALSE,FALSE,FALSE,FALSE
36,1999,Elsevier,1.71,2,21,TRUE,FALSE,FALSE,FALSE,FALSE
32,1999,Elsevier,1.52,5,21,TRUE,FALSE,FALSE,FALSE,TRUE
87,1999,Google Patents,4.14,3,21,FALSE,FALSE,FALSE,FALSE,FALSE
1,1999,ieeexplore.ieee.org,0.05,4,21,FALSE,FALSE,FALSE,TRUE,FALSE
53,1999,Elsevier,2.52,4,21,TRUE,FALSE,FALSE,FALSE,FALSE
7,1999,cheric.org,0.33,1,21,FALSE,FALSE,FALSE,FALSE,FALSE
0,1999,sei.cmu.edu,0,3,21,TRUE,FALSE,FALSE,FALSE,FALSE
51,1999,Google Patents,2.43,1,21,FALSE,FALSE,FALSE,FALSE,FALSE
124,1999,Elsevier,5.9,2,21,TRUE,TRUE,TRUE,FALSE,FALSE
270,1999,Wiley Online Library,12.86,2,21,FALSE,FALSE,FALSE,FALSE,FALSE
42,1999,Elsevier,2,3,21,FALSE,FALSE,FALSE,FALSE,FALSE
678,2000,Elsevier,33.9,1,20,FALSE,FALSE,TRUE,FALSE,TRUE
145,2000,ieeexplore.ieee.org,7.25,3,20,FALSE,FALSE,FALSE,FALSE,FALSE
406,2000,iopscience.iop.org,20.3,5,20,FALSE,FALSE,TRUE,FALSE,FALSE
76,2000,Elsevier,3.8,6,20,FALSE,FALSE,FALSE,FALSE,FALSE
70,2000,iopscience.iop.org,3.5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE
253,2000,osti.gov,12.65,2,20,FALSE,FALSE,FALSE,FALSE,FALSE
66,2000,Elsevier,3.3,4,20,FALSE,FALSE,TRUE,FALSE,FALSE
174,2000,Elsevier,8.7,3,20,FALSE,FALSE,FALSE,FALSE,FALSE
854,2000,Elsevier,42.7,5,20,FALSE,FALSE,TRUE,FALSE,FALSE
76,2000,Google Patents,3.8,1,20,FALSE,FALSE,FALSE,FALSE,TRUE
38,2000,Google Patents,1.9,1,20,FALSE,FALSE,FALSE,FALSE,FALSE
60,2000,Google Patents,3,1,20,FALSE,FALSE,FALSE,FALSE,FALSE
65,2000,Google Patents,3.25,5,20,FALSE,FALSE,FALSE,FALSE,TRUE
1128,2000,Elsevier,56.4,5,20,FALSE,FALSE,FALSE,FALSE,FALSE
7876,2000,nature.com,393.8,5,20,FALSE,FALSE,TRUE,FALSE,TRUE
75,2000,Elsevier,3.75,6,20,FALSE,TRUE,FALSE,FALSE,FALSE
91,2000,Google Patents,4.55,2,20,FALSE,FALSE,TRUE,FALSE,TRUE
86,2000,Google Patents,4.3,5,20,FALSE,FALSE,FALSE,FALSE,TRUE
188,2000,Elsevier,9.4,5,20,FALSE,FALSE,TRUE,FALSE,FALSE
292,2000,Elsevier,14.6,5,20,FALSE,FALSE,FALSE,FALSE,TRUE
51,2000,Wiley Online Library,2.55,5,20,FALSE,FALSE,TRUE,FALSE,FALSE
18,2000,Google Patents,0.9,2,20,FALSE,FALSE,FALSE,FALSE,FALSE
92,2000,ieeexplore.ieee.org,4.6,1,20,FALSE,FALSE,FALSE,FALSE,FALSE
161,2000,iopscience.iop.org,8.05,3,20,FALSE,TRUE,TRUE,FALSE,FALSE
698,2000,iopscience.iop.org,34.9,3,20,FALSE,FALSE,FALSE,FALSE,TRUE
64,2000,Elsevier,3.2,4,20,FALSE,FALSE,FALSE,FALSE,TRUE
140,2000,ecec.me.psu.edu,7,2,20,FALSE,FALSE,FALSE,FALSE,FALSE
53,2000,Elsevier,2.65,5,20,FALSE,FALSE,FALSE,FALSE,FALSE
87,2000,Elsevier,4.35,6,20,FALSE,FALSE,FALSE,FALSE,FALSE
174,2000,Elsevier,8.7,2,20,FALSE,FALSE,FALSE,FALSE,FALSE
125,2000,Elsevier,6.25,6,20,FALSE,FALSE,FALSE,FALSE,TRUE
91,2000,Elsevier,4.55,4,20,FALSE,FALSE,TRUE,FALSE,FALSE
110,2000,Elsevier,5.5,3,20,FALSE,FALSE,FALSE,FALSE,FALSE
80,2000,Google Patents,4,4,20,FALSE,FALSE,FALSE,FALSE,FALSE
52,2000,Springer,2.6,4,20,FALSE,FALSE,FALSE,FALSE,TRUE
60,2000,aip.scitation.org,3,4,20,FALSE,FALSE,TRUE,FALSE,FALSE
89,2000,Elsevier,4.45,3,20,FALSE,FALSE,FALSE,FALSE,TRUE
75,2000,Elsevier,3.75,4,20,FALSE,FALSE,FALSE,FALSE,FALSE
143,2000,iopscience.iop.org,7.15,4,20,FALSE,FALSE,TRUE,FALSE,TRUE
171,2000,iopscience.iop.org,8.55,4,20,FALSE,FALSE,FALSE,FALSE,TRUE
204,2000,Elsevier,10.2,3,20,FALSE,FALSE,TRUE,FALSE,FALSE
10,2000,Citeseer,0.5,4,20,FALSE,FALSE,TRUE,FALSE,FALSE
68,2000,Elsevier,3.4,2,20,FALSE,FALSE,FALSE,FALSE,TRUE
45,2000,Google Patents,2.25,3,20,FALSE,FALSE,FALSE,FALSE,FALSE
73,2000,Elsevier,3.65,3,20,FALSE,TRUE,FALSE,FALSE,FALSE
102,2000,iopscience.iop.org,5.1,3,20,FALSE,FALSE,FALSE,FALSE,TRUE
48,2000,Google Patents,2.4,1,20,FALSE,FALSE,FALSE,FALSE,FALSE
74,2000,iopscience.iop.org,3.7,5,20,FALSE,FALSE,TRUE,FALSE,FALSE
154,2000,iopscience.iop.org,7.7,3,20,TRUE,FALSE,FALSE,FALSE,FALSE
40,2000,iopscience.iop.org,2,2,20,TRUE,FALSE,FALSE,FALSE,FALSE
143,2000,iopscience.iop.org,7.15,4,20,TRUE,FALSE,TRUE,FALSE,FALSE
36,2000,Elsevier,1.8,6,20,TRUE,FALSE,FALSE,FALSE,FALSE
13,2000,ieeexplore.ieee.org,0.65,1,20,TRUE,FALSE,TRUE,FALSE,FALSE
347,2000,tvst.arvojournals.org,17.35,3,20,FALSE,FALSE,FALSE,FALSE,FALSE
13,2000,Elsevier,0.65,2,20,TRUE,FALSE,FALSE,FALSE,FALSE
13,2000,Elsevier,0.65,5,20,TRUE,FALSE,FALSE,FALSE,TRUE
87,2000,Elsevier,4.35,4,20,TRUE,FALSE,FALSE,FALSE,TRUE
68,2000,cheric.org,3.4,3,20,FALSE,FALSE,FALSE,FALSE,FALSE
4,2000,APS,0.2,2,20,FALSE,FALSE,FALSE,FALSE,FALSE
60,2000,Google Patents,3,2,20,FALSE,FALSE,FALSE,FALSE,FALSE
56,2000,cheric.org,2.8,5,20,FALSE,FALSE,FALSE,FALSE,FALSE
23,2000,iopscience.iop.org,1.15,4,20,FALSE,FALSE,FALSE,FALSE,FALSE
55,2000,Elsevier,2.75,3,20,TRUE,FALSE,FALSE,FALSE,TRUE
34,2000,Springer,1.7,5,20,FALSE,FALSE,FALSE,FALSE,FALSE
102,2000,Springer,5.1,5,20,FALSE,FALSE,FALSE,FALSE,FALSE
198,2000,iopscience.iop.org,9.9,5,20,TRUE,FALSE,FALSE,FALSE,FALSE
26,2000,Google Patents,1.3,6,20,FALSE,FALSE,FALSE,FALSE,FALSE
126,2000,iopscience.iop.org,6.3,5,20,TRUE,FALSE,TRUE,FALSE,FALSE
234,2000,Elsevier,11.7,1,20,TRUE,FALSE,FALSE,FALSE,FALSE
102,2000,Elsevier,5.1,2,20,TRUE,FALSE,FALSE,FALSE,TRUE
0,2000,inis.iaea.org,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE
11,2000,Google Patents,0.55,2,20,FALSE,FALSE,FALSE,FALSE,FALSE
90,2000,iopscience.iop.org,4.5,4,20,TRUE,FALSE,FALSE,FALSE,FALSE
56,2000,Google Patents,2.8,1,20,FALSE,FALSE,FALSE,FALSE,FALSE
96,2000,Elsevier,4.8,3,20,TRUE,FALSE,FALSE,FALSE,FALSE
0,2000,Elsevier,0,4,20,FALSE,FALSE,FALSE,FALSE,FALSE
53,2000,journal.csj.jp,2.65,4,20,TRUE,FALSE,FALSE,FALSE,TRUE
54,2000,Wiley Online Library,2.7,2,20,TRUE,FALSE,FALSE,FALSE,FALSE
105,2000,Elsevier,5.25,3,20,TRUE,FALSE,FALSE,FALSE,FALSE
25,2000,JSTOR,1.25,1,20,FALSE,FALSE,FALSE,FALSE,FALSE
19,2000,researchgate.net,0.95,4,20,FALSE,FALSE,FALSE,FALSE,FALSE
22,2000,eymj.org,1.1,6,20,FALSE,FALSE,FALSE,FALSE,FALSE
0,2000,aip.scitation.org,0,3,20,FALSE,FALSE,FALSE,FALSE,FALSE
342,2001,Elsevier,18,3,19,FALSE,TRUE,FALSE,FALSE,FALSE
170,2001,Elsevier,8.95,4,19,FALSE,FALSE,TRUE,FALSE,FALSE
480,2001,sae.org,25.26,2,19,FALSE,FALSE,FALSE,FALSE,FALSE
167,2001,Elsevier,8.79,2,19,FALSE,FALSE,TRUE,FALSE,FALSE
116,2001,Elsevier,6.11,5,19,FALSE,TRUE,TRUE,TRUE,FALSE
149,2001,iopscience.iop.org,7.84,4,19,TRUE,TRUE,FALSE,FALSE,FALSE
175,2001,Elsevier,9.21,2,19,FALSE,FALSE,TRUE,FALSE,FALSE
767,2001,Elsevier,40.37,1,19,FALSE,FALSE,FALSE,FALSE,FALSE
209,2001,osti.gov,11,3,19,FALSE,FALSE,FALSE,FALSE,FALSE
66,2001,Elsevier,3.47,2,19,FALSE,FALSE,TRUE,FALSE,TRUE
